,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
1154350,Europe,Slovakia,Meat,Online,C,5/19/2017,531430423,6/25/2017,927,421.89,364.69,391092.03,338067.63,53024.4
1154574,Europe,Slovakia,Clothes,Online,M,12/8/2016,282356631,1/24/2017,4457,109.28,35.84,487060.96,159738.88,327322.08
1154581,Europe,Slovakia,Snacks,Offline,L,4/3/2012,145023667,5/18/2012,4581,152.58,97.44,698968.98,446372.64,252596.34
1154940,Europe,Slovakia,Cereal,Offline,M,11/20/2011,158313262,12/28/2011,7267,205.7,117.11,1494821.9,851038.37,643783.53
1154965,Europe,Slovakia,Beverages,Online,C,12/3/2010,563547837,1/7/2011,5183,47.45,31.79,245933.35,164767.57,81165.78
1155112,Europe,Slovakia,Household,Offline,M,3/4/2014,734125602,3/14/2014,2934,668.27,502.54,1960704.18,1474452.36,486251.82
1155417,Europe,Slovakia,Beverages,Offline,H,1/17/2010,687887322,3/4/2010,10000,47.45,31.79,474500.0,317900.0,156600.0
1155605,Europe,Slovakia,Vegetables,Offline,C,10/2/2013,961088120,11/5/2013,6187,154.06,90.93,953169.22,562583.91,390585.31
1155867,Europe,Slovakia,Baby Food,Offline,H,8/28/2012,239261472,10/7/2012,1641,255.28,159.42,418914.48,261608.22,157306.26
1155967,Europe,Slovakia,Fruits,Offline,H,6/17/2014,323789250,6/21/2014,5289,9.33,6.92,49346.37,36599.88,12746.49
1155989,Europe,Slovakia,Office Supplies,Online,H,6/3/2012,479612290,6/27/2012,6790,651.21,524.96,4421715.9,3564478.4,857237.5
1156098,Europe,Slovakia,Office Supplies,Offline,L,2/24/2012,612435710,3/16/2012,2191,651.21,524.96,1426801.11,1150187.36,276613.75
1156175,Europe,Slovakia,Personal Care,Online,H,8/28/2013,841554296,9/27/2013,3472,81.73,56.67,283766.56,196758.24,87008.32
1156283,Europe,Slovakia,Clothes,Online,M,1/14/2015,756236875,2/9/2015,6151,109.28,35.84,672181.28,220451.84,451729.44
1156285,Europe,Slovakia,Office Supplies,Offline,M,4/18/2012,387234437,4/30/2012,130,651.21,524.96,84657.3,68244.8,16412.5
1156892,Europe,Slovakia,Personal Care,Offline,H,8/12/2015,419746673,9/10/2015,1223,81.73,56.67,99955.79,69307.41,30648.38
1157383,Europe,Slovakia,Meat,Online,C,5/9/2014,660139119,6/27/2014,8690,421.89,364.69,3666224.1,3169156.1,497068.0
1157451,Europe,Slovakia,Fruits,Online,H,11/22/2012,261035001,12/10/2012,4912,9.33,6.92,45828.96,33991.04,11837.92
1157672,Europe,Slovakia,Office Supplies,Online,H,2/14/2013,432880485,3/9/2013,7810,651.21,524.96,5085950.1,4099937.6,986012.5
1157750,Europe,Slovakia,Personal Care,Online,L,5/16/2012,562223041,6/9/2012,3146,81.73,56.67,257122.58,178283.82,78838.76
1157954,Europe,Slovakia,Office Supplies,Online,L,5/28/2015,830322062,6/1/2015,9605,651.21,524.96,6254872.05,5042240.8,1212631.25
1158274,Europe,Slovakia,Cereal,Offline,H,8/18/2013,365517985,9/2/2013,3749,205.7,117.11,771169.3,439045.39,332123.91
1158279,Europe,Slovakia,Fruits,Online,H,5/17/2011,990992391,6/1/2011,5525,9.33,6.92,51548.25,38233.0,13315.25
1158289,Europe,Slovakia,Baby Food,Online,L,7/10/2015,434896218,7/14/2015,4310,255.28,159.42,1100256.8,687100.2,413156.6
1158324,Europe,Slovakia,Vegetables,Offline,M,7/1/2013,269518935,7/5/2013,5497,154.06,90.93,846867.82,499842.21,347025.61
1158551,Europe,Slovakia,Baby Food,Online,C,10/16/2016,332808339,10/29/2016,4238,255.28,159.42,1081876.64,675621.96,406254.68
1158580,Europe,Slovakia,Household,Offline,M,4/7/2015,202831923,4/29/2015,1328,668.27,502.54,887462.56,667373.12,220089.44
1158777,Europe,Slovakia,Meat,Online,M,11/3/2011,681419122,12/14/2011,5916,421.89,364.69,2495901.24,2157506.04,338395.2
1158971,Europe,Slovakia,Cosmetics,Offline,L,11/21/2010,940202939,12/2/2010,5798,437.2,263.33,2534885.6,1526787.34,1008098.26
1159178,Europe,Slovakia,Fruits,Online,M,8/4/2015,978393733,9/18/2015,7303,9.33,6.92,68136.99,50536.76,17600.23
1159188,Europe,Slovakia,Beverages,Offline,H,11/19/2012,585856521,12/25/2012,6818,47.45,31.79,323514.1,216744.22,106769.88
1159252,Europe,Slovakia,Fruits,Offline,C,4/30/2013,569184768,5/15/2013,3276,9.33,6.92,30565.08,22669.92,7895.16
1159649,Europe,Slovakia,Baby Food,Offline,H,1/1/2015,232891976,1/3/2015,6766,255.28,159.42,1727224.48,1078635.72,648588.76
1159858,Europe,Slovakia,Cosmetics,Offline,C,3/20/2012,299620616,4/10/2012,3253,437.2,263.33,1422211.6,856612.49,565599.11
1159908,Europe,Slovakia,Snacks,Offline,C,8/2/2010,287557113,8/24/2010,3395,152.58,97.44,518009.1,330808.8,187200.3
1160302,Europe,Slovakia,Meat,Online,L,8/28/2016,367871463,10/2/2016,196,421.89,364.69,82690.44,71479.24,11211.2
1160410,Europe,Slovakia,Vegetables,Online,H,9/27/2013,294913661,10/29/2013,361,154.06,90.93,55615.66,32825.73,22789.93
1160465,Europe,Slovakia,Household,Online,H,10/21/2015,615126931,11/18/2015,8583,668.27,502.54,5735761.41,4313300.82,1422460.59
1160471,Europe,Slovakia,Vegetables,Online,M,4/23/2015,579726064,5/12/2015,2680,154.06,90.93,412880.8,243692.4,169188.4
1160485,Europe,Slovakia,Vegetables,Online,H,11/5/2010,344871842,11/17/2010,4097,154.06,90.93,631183.82,372540.21,258643.61
1160535,Europe,Slovakia,Household,Online,H,7/19/2017,822331655,7/23/2017,5065,668.27,502.54,3384787.55,2545365.1,839422.45
1160605,Europe,Slovakia,Cereal,Online,M,12/14/2010,908521974,1/1/2011,696,205.7,117.11,143167.2,81508.56,61658.64
1160769,Europe,Slovakia,Meat,Offline,M,9/5/2010,185032784,9/30/2010,4168,421.89,364.69,1758437.52,1520027.92,238409.6
1160816,Europe,Slovakia,Snacks,Offline,C,4/11/2012,442689216,4/30/2012,431,152.58,97.44,65761.98,41996.64,23765.34
1160829,Europe,Slovakia,Snacks,Online,H,3/15/2013,148364198,4/22/2013,3118,152.58,97.44,475744.44,303817.92,171926.52
1161106,Europe,Slovakia,Snacks,Offline,C,1/27/2012,393759715,3/16/2012,1105,152.58,97.44,168600.9,107671.2,60929.7
1161112,Europe,Slovakia,Beverages,Online,M,6/18/2016,500933921,6/19/2016,6334,47.45,31.79,300548.3,201357.86,99190.44
1161349,Europe,Slovakia,Meat,Online,H,7/13/2013,836551225,8/21/2013,2952,421.89,364.69,1245419.28,1076564.88,168854.4
1161630,Europe,Slovakia,Cosmetics,Offline,L,11/10/2016,963680636,12/4/2016,3370,437.2,263.33,1473364.0,887422.1,585941.9
1161881,Europe,Slovakia,Household,Online,L,1/17/2017,695934808,2/13/2017,1430,668.27,502.54,955626.1,718632.2,236993.9
1162210,Europe,Slovakia,Fruits,Offline,M,9/19/2015,170771586,9/25/2015,3962,9.33,6.92,36965.46,27417.04,9548.42
1162415,Europe,Slovakia,Household,Online,C,3/26/2010,923333775,3/31/2010,3838,668.27,502.54,2564820.26,1928748.52,636071.74
1162467,Europe,Slovakia,Personal Care,Online,C,5/24/2012,772513806,6/21/2012,2857,81.73,56.67,233502.61,161906.19,71596.42
1162576,Europe,Slovakia,Fruits,Offline,M,6/24/2013,281286323,6/25/2013,7729,9.33,6.92,72111.57,53484.68,18626.89
1162640,Europe,Slovakia,Personal Care,Offline,M,7/11/2011,218911445,8/19/2011,9616,81.73,56.67,785915.68,544938.72,240976.96
1162813,Europe,Slovakia,Office Supplies,Online,L,5/13/2010,119332826,5/29/2010,2090,651.21,524.96,1361028.9,1097166.4,263862.5
1163305,Europe,Slovakia,Baby Food,Offline,C,5/15/2016,690833032,6/3/2016,1701,255.28,159.42,434231.28,271173.42,163057.86
1163435,Europe,Slovakia,Beverages,Online,C,1/30/2014,836649930,2/5/2014,2161,47.45,31.79,102539.45,68698.19,33841.26
1163610,Europe,Slovakia,Meat,Online,H,9/20/2016,864060389,10/5/2016,3525,421.89,364.69,1487162.25,1285532.25,201630.0
1163823,Europe,Slovakia,Cosmetics,Offline,L,7/30/2015,312219274,9/10/2015,1476,437.2,263.33,645307.2,388675.08,256632.12
1163854,Europe,Slovakia,Personal Care,Online,L,2/6/2010,608897769,3/22/2010,5236,81.73,56.67,427938.28,296724.12,131214.16
1164009,Europe,Slovakia,Snacks,Online,C,4/9/2010,812424218,5/20/2010,3235,152.58,97.44,493596.3,315218.4,178377.9
1164672,Europe,Slovakia,Meat,Online,L,2/4/2017,898079383,3/8/2017,502,421.89,364.69,211788.78,183074.38,28714.4
1164789,Europe,Slovakia,Cosmetics,Offline,L,2/14/2016,946572434,4/3/2016,673,437.2,263.33,294235.6,177221.09,117014.51
1164939,Europe,Slovakia,Meat,Online,M,3/22/2010,566592252,4/16/2010,6093,421.89,364.69,2570575.77,2222056.17,348519.6
1165006,Europe,Slovakia,Clothes,Offline,M,11/17/2014,537321841,12/21/2014,4328,109.28,35.84,472963.84,155115.52,317848.32
1165080,Europe,Slovakia,Cosmetics,Online,C,10/11/2016,107128989,10/25/2016,703,437.2,263.33,307351.6,185120.99,122230.61
1165099,Europe,Slovakia,Snacks,Offline,L,1/5/2016,204551541,1/7/2016,202,152.58,97.44,30821.16,19682.88,11138.28
1165126,Europe,Slovakia,Household,Offline,M,11/24/2016,305891406,1/4/2017,8919,668.27,502.54,5960300.13,4482154.26,1478145.87
1165214,Europe,Slovakia,Office Supplies,Online,C,4/23/2017,578499972,5/18/2017,9852,651.21,524.96,6415720.92,5171905.92,1243815.0
1165237,Europe,Slovakia,Personal Care,Online,L,10/31/2015,234850633,11/2/2015,6376,81.73,56.67,521110.48,361327.92,159782.56
1165474,Europe,Slovakia,Clothes,Offline,H,5/13/2010,250394999,6/30/2010,6300,109.28,35.84,688464.0,225792.0,462672.0
1165513,Europe,Slovakia,Office Supplies,Offline,H,8/2/2014,328792321,9/17/2014,5809,651.21,524.96,3782878.89,3049492.64,733386.25
1165625,Europe,Slovakia,Fruits,Offline,M,9/18/2012,116584527,10/15/2012,8807,9.33,6.92,82169.31,60944.44,21224.87
1165741,Europe,Slovakia,Office Supplies,Online,H,5/28/2013,744173371,6/24/2013,6293,651.21,524.96,4098064.53,3303573.28,794491.25
1166220,Europe,Slovakia,Household,Online,M,8/4/2013,935932433,8/31/2013,2060,668.27,502.54,1376636.2,1035232.4,341403.8
1166333,Europe,Slovakia,Vegetables,Offline,H,5/7/2017,864398133,5/9/2017,3471,154.06,90.93,534742.26,315618.03,219124.23
1166403,Europe,Slovakia,Fruits,Offline,M,12/25/2012,661702954,1/24/2013,1464,9.33,6.92,13659.12,10130.88,3528.24
1167196,Europe,Slovakia,Beverages,Offline,C,8/26/2016,189500701,10/9/2016,6323,47.45,31.79,300026.35,201008.17,99018.18
1168193,Europe,Slovakia,Office Supplies,Offline,L,9/28/2015,293687570,11/6/2015,7533,651.21,524.96,4905564.93,3954523.68,951041.25
1168275,Europe,Slovakia,Meat,Offline,M,4/25/2012,288092267,6/8/2012,1759,421.89,364.69,742104.51,641489.71,100614.8
1168311,Europe,Slovakia,Beverages,Online,C,12/21/2013,732504689,2/7/2014,3270,47.45,31.79,155161.5,103953.3,51208.2
1168669,Europe,Slovakia,Office Supplies,Offline,C,4/8/2011,514717042,5/9/2011,5066,651.21,524.96,3299029.86,2659447.36,639582.5
1168672,Europe,Slovakia,Baby Food,Offline,M,8/23/2012,473087012,9/30/2012,5815,255.28,159.42,1484453.2,927027.3,557425.9
1168724,Europe,Slovakia,Cosmetics,Offline,M,5/31/2011,464265334,6/13/2011,5284,437.2,263.33,2310164.8,1391435.72,918729.08
1168798,Europe,Slovakia,Household,Offline,H,3/8/2010,193319308,4/4/2010,6334,668.27,502.54,4232822.18,3183088.36,1049733.82
1169636,Europe,Slovakia,Cereal,Online,H,6/9/2010,115950667,7/17/2010,1234,205.7,117.11,253833.8,144513.74,109320.06
1169823,Europe,Slovakia,Cosmetics,Online,M,6/11/2010,250634038,6/28/2010,7036,437.2,263.33,3076139.2,1852789.88,1223349.32
1170191,Europe,Slovakia,Beverages,Offline,L,8/17/2016,879209935,9/27/2016,6613,47.45,31.79,313786.85,210227.27,103559.58
1170275,Europe,Slovakia,Meat,Offline,M,9/23/2013,353989636,10/31/2013,2255,421.89,364.69,951361.95,822375.95,128986.0
1170330,Europe,Slovakia,Personal Care,Offline,L,2/11/2016,546143519,2/18/2016,4859,81.73,56.67,397126.07,275359.53,121766.54
1170514,Europe,Slovakia,Vegetables,Online,L,9/11/2013,686957347,9/14/2013,4800,154.06,90.93,739488.0,436464.0,303024.0
1170553,Europe,Slovakia,Household,Offline,L,6/20/2017,250535333,6/20/2017,7827,668.27,502.54,5230549.29,3933380.58,1297168.71
1170655,Europe,Slovakia,Household,Online,L,1/6/2010,430287969,2/8/2010,627,668.27,502.54,419005.29,315092.58,103912.71
1170662,Europe,Slovakia,Office Supplies,Online,M,2/5/2014,868569934,2/24/2014,8000,651.21,524.96,5209680.0,4199680.0,1010000.0
1170804,Europe,Slovakia,Vegetables,Offline,L,8/16/2013,646652114,9/7/2013,7585,154.06,90.93,1168545.1,689704.05,478841.05
1170952,Europe,Slovakia,Clothes,Online,M,10/17/2015,761577689,10/21/2015,6617,109.28,35.84,723105.76,237153.28,485952.48
1171088,Europe,Slovakia,Baby Food,Offline,H,9/8/2015,197927558,10/27/2015,18,255.28,159.42,4595.04,2869.56,1725.48
1171191,Europe,Slovakia,Office Supplies,Offline,M,10/1/2011,652881276,10/6/2011,933,651.21,524.96,607578.93,489787.68,117791.25
1171198,Europe,Slovakia,Meat,Online,H,3/22/2011,597327792,4/22/2011,1422,421.89,364.69,599927.58,518589.18,81338.4
1171494,Europe,Slovakia,Snacks,Online,C,9/4/2010,316094958,9/10/2010,8377,152.58,97.44,1278162.66,816254.88,461907.78
1171933,Europe,Slovakia,Beverages,Online,M,2/2/2014,380766236,2/9/2014,6046,47.45,31.79,286882.7,192202.34,94680.36
1172382,Europe,Slovakia,Beverages,Online,M,8/19/2010,708138644,9/17/2010,2816,47.45,31.79,133619.2,89520.64,44098.56
1172542,Europe,Slovakia,Clothes,Online,H,2/14/2016,902885043,3/23/2016,2603,109.28,35.84,284455.84,93291.52,191164.32
1172627,Europe,Slovakia,Beverages,Offline,H,2/6/2010,739959943,3/3/2010,9445,47.45,31.79,448165.25,300256.55,147908.7
1172649,Europe,Slovakia,Fruits,Offline,C,7/21/2017,100702416,9/5/2017,8938,9.33,6.92,83391.54,61850.96,21540.58
1173082,Europe,Slovakia,Office Supplies,Online,L,1/4/2010,667734706,2/2/2010,6393,651.21,524.96,4163185.53,3356069.28,807116.25
1173716,Europe,Slovakia,Baby Food,Offline,M,1/4/2016,795118606,2/4/2016,2120,255.28,159.42,541193.6,337970.4,203223.2
1173773,Europe,Slovakia,Cereal,Offline,C,8/4/2014,419788300,8/19/2014,3542,205.7,117.11,728589.4,414803.62,313785.78
1174168,Europe,Slovakia,Baby Food,Online,C,12/31/2014,910833823,1/1/2015,4824,255.28,159.42,1231470.72,769042.08,462428.64
1174660,Europe,Slovakia,Baby Food,Online,L,6/19/2011,888468062,7/8/2011,6298,255.28,159.42,1607753.44,1004027.16,603726.28
1174685,Europe,Slovakia,Clothes,Offline,M,2/29/2016,288783204,3/15/2016,6222,109.28,35.84,679940.16,222996.48,456943.68
1174693,Europe,Slovakia,Household,Online,L,7/25/2010,164641129,9/2/2010,9824,668.27,502.54,6565084.48,4936952.96,1628131.52
1175129,Europe,Slovakia,Clothes,Online,M,11/28/2013,323690545,1/5/2014,6080,109.28,35.84,664422.4,217907.2,446515.2
1175401,Europe,Slovakia,Baby Food,Offline,L,6/13/2014,954422509,7/28/2014,3685,255.28,159.42,940706.8,587462.7,353244.1
1175431,Europe,Slovakia,Office Supplies,Offline,L,4/14/2016,928040730,5/29/2016,6730,651.21,524.96,4382643.3,3532980.8,849662.5
1175473,Europe,Slovakia,Clothes,Online,H,12/19/2015,683970010,2/2/2016,780,109.28,35.84,85238.4,27955.2,57283.2
1175660,Europe,Slovakia,Office Supplies,Online,M,11/5/2012,343645751,11/24/2012,1269,651.21,524.96,826385.49,666174.24,160211.25
1175876,Europe,Slovakia,Personal Care,Online,H,4/15/2014,754517257,6/1/2014,7278,81.73,56.67,594830.94,412444.26,182386.68
1175903,Europe,Slovakia,Snacks,Online,M,5/25/2012,313008916,6/25/2012,5149,152.58,97.44,785634.42,501718.56,283915.86
1175906,Europe,Slovakia,Snacks,Offline,H,6/26/2013,459657084,8/8/2013,1601,152.58,97.44,244280.58,156001.44,88279.14
1175966,Europe,Slovakia,Cosmetics,Offline,L,1/30/2011,322957980,3/2/2011,9298,437.2,263.33,4065085.6,2448442.34,1616643.26
1175969,Europe,Slovakia,Household,Offline,L,7/26/2011,417434823,9/10/2011,7095,668.27,502.54,4741375.65,3565521.3,1175854.35
1176571,Europe,Slovakia,Clothes,Offline,M,11/30/2011,546974790,12/31/2011,850,109.28,35.84,92888.0,30464.0,62424.0
1176747,Europe,Slovakia,Office Supplies,Online,M,5/19/2014,279862821,6/12/2014,6483,651.21,524.96,4221794.43,3403315.68,818478.75
1176979,Europe,Slovakia,Vegetables,Online,C,6/18/2015,291827619,6/23/2015,7132,154.06,90.93,1098755.92,648512.76,450243.16
1177402,Europe,Slovakia,Personal Care,Offline,C,12/18/2011,464364039,1/18/2012,4493,81.73,56.67,367212.89,254618.31,112594.58
1177559,Europe,Slovakia,Cereal,Online,M,5/28/2010,274168813,6/9/2010,1499,205.7,117.11,308344.3,175547.89,132796.41
1177867,Europe,Slovakia,Beverages,Online,L,1/12/2017,445577847,1/23/2017,5242,47.45,31.79,248732.9,166643.18,82089.72
1178160,Europe,Slovakia,Beverages,Offline,L,12/8/2010,329722297,1/14/2011,1010,47.45,31.79,47924.5,32107.9,15816.6
1178252,Europe,Slovakia,Vegetables,Offline,L,8/17/2010,529767882,9/25/2010,8944,154.06,90.93,1377912.64,813277.92,564634.72
1178411,Europe,Slovakia,Vegetables,Offline,H,4/23/2016,547764432,5/13/2016,4523,154.06,90.93,696813.38,411276.39,285536.99
1178624,Europe,Slovakia,Office Supplies,Offline,M,6/14/2011,265980994,7/12/2011,8542,651.21,524.96,5562635.82,4484208.32,1078427.5
1178673,Europe,Slovakia,Beverages,Online,H,3/4/2010,780265176,3/11/2010,6660,47.45,31.79,316017.0,211721.4,104295.6
1178743,Europe,Slovakia,Beverages,Online,H,6/30/2016,255340993,7/6/2016,9929,47.45,31.79,471131.05,315642.91,155488.14
1179200,Europe,Slovakia,Personal Care,Online,L,1/14/2015,253044593,2/2/2015,373,81.73,56.67,30485.29,21137.91,9347.38
1179337,Europe,Slovakia,Household,Online,M,8/20/2015,630037438,9/22/2015,934,668.27,502.54,624164.18,469372.36,154791.82
1179364,Europe,Slovakia,Vegetables,Offline,M,4/15/2010,844344222,4/18/2010,9073,154.06,90.93,1397786.38,825007.89,572778.49
1179372,Europe,Slovakia,Vegetables,Offline,H,3/6/2014,825121581,4/4/2014,667,154.06,90.93,102758.02,60650.31,42107.71
1179389,Europe,Slovakia,Meat,Online,L,6/27/2013,328594911,7/7/2013,7391,421.89,364.69,3118188.99,2695423.79,422765.2
1179536,Europe,Slovakia,Vegetables,Online,H,4/9/2012,176943671,4/17/2012,419,154.06,90.93,64551.14,38099.67,26451.47
1179550,Europe,Slovakia,Office Supplies,Online,C,7/13/2011,837777316,8/14/2011,5780,651.21,524.96,3763993.8,3034268.8,729725.0
1179770,Europe,Slovakia,Vegetables,Offline,L,12/20/2015,640282618,1/24/2016,2710,154.06,90.93,417502.6,246420.3,171082.3
1179877,Europe,Slovakia,Meat,Online,C,1/30/2017,231904923,3/1/2017,4675,421.89,364.69,1972335.75,1704925.75,267410.0
1180082,Europe,Slovakia,Clothes,Online,H,6/7/2014,747752940,7/17/2014,5567,109.28,35.84,608361.76,199521.28,408840.48
1180319,Europe,Slovakia,Personal Care,Offline,H,3/16/2015,916075932,3/29/2015,6081,81.73,56.67,497000.13,344610.27,152389.86
1180705,Europe,Slovakia,Cereal,Online,L,8/5/2015,387826669,8/21/2015,5384,205.7,117.11,1107488.8,630520.24,476968.56
1180745,Europe,Slovakia,Cosmetics,Offline,M,1/3/2011,873219811,1/30/2011,4002,437.2,263.33,1749674.4,1053846.66,695827.74
1181283,Europe,Slovakia,Household,Online,H,8/31/2011,977463757,9/2/2011,2102,668.27,502.54,1404703.54,1056339.08,348364.46
1181399,Europe,Slovakia,Clothes,Offline,M,1/7/2015,768004262,1/30/2015,8383,109.28,35.84,916094.24,300446.72,615647.52
1181466,Europe,Slovakia,Office Supplies,Offline,L,12/6/2014,236274135,1/6/2015,7622,651.21,524.96,4963522.62,4001245.12,962277.5
1181490,Europe,Slovakia,Vegetables,Offline,C,5/26/2013,609490001,7/13/2013,490,154.06,90.93,75489.4,44555.7,30933.7
1181851,Europe,Slovakia,Personal Care,Online,C,10/28/2012,573850095,11/15/2012,3850,81.73,56.67,314660.5,218179.5,96481.0
1182646,Europe,Slovakia,Fruits,Offline,H,8/7/2010,997418963,9/10/2010,7291,9.33,6.92,68025.03,50453.72,17571.31
1182794,Europe,Slovakia,Cereal,Online,L,9/25/2015,618509089,9/30/2015,9439,205.7,117.11,1941602.3,1105401.29,836201.01
1183134,Europe,Slovakia,Household,Offline,C,12/25/2011,452596652,1/28/2012,2262,668.27,502.54,1511626.74,1136745.48,374881.26
1183192,Europe,Slovakia,Meat,Offline,M,5/18/2010,785507285,6/5/2010,7916,421.89,364.69,3339681.24,2886886.04,452795.2
1183380,Europe,Slovakia,Snacks,Online,C,6/2/2015,640183913,6/19/2015,3501,152.58,97.44,534182.58,341137.44,193045.14
1183738,Europe,Slovakia,Household,Offline,H,11/19/2013,200774562,11/23/2013,2509,668.27,502.54,1676689.43,1260872.86,415816.57
1183763,Europe,Slovakia,Clothes,Offline,H,4/18/2015,857238996,5/15/2015,4923,109.28,35.84,537985.44,176440.32,361545.12
1183910,Europe,Slovakia,Personal Care,Online,H,10/3/2012,755603015,11/9/2012,8578,81.73,56.67,701079.94,486115.26,214964.68
1184075,Europe,Slovakia,Fruits,Online,H,6/29/2013,947460782,7/3/2013,3555,9.33,6.92,33168.15,24600.6,8567.55
1184146,Europe,Slovakia,Personal Care,Online,L,3/22/2012,565366160,4/23/2012,3265,81.73,56.67,266848.45,185027.55,81820.9
1184465,Europe,Slovakia,Personal Care,Offline,L,1/6/2014,887340676,2/18/2014,2680,81.73,56.67,219036.4,151875.6,67160.8
1184512,Europe,Slovakia,Cereal,Online,M,8/30/2016,546242225,9/24/2016,4068,205.7,117.11,836787.6,476403.48,360384.12
1184705,Europe,Slovakia,Cereal,Online,H,3/31/2010,733195626,4/18/2010,7734,205.7,117.11,1590883.8,905728.74,685155.06
1184973,Europe,Slovakia,Fruits,Offline,L,8/25/2015,352524507,9/18/2015,8690,9.33,6.92,81077.7,60134.8,20942.9
1185025,Europe,Slovakia,Snacks,Online,L,1/19/2013,436262643,1/19/2013,8666,152.58,97.44,1322258.28,844415.04,477843.24
1185239,Europe,Slovakia,Vegetables,Offline,L,1/20/2012,361839711,2/24/2012,5266,154.06,90.93,811279.96,478837.38,332442.58
1185534,Europe,Slovakia,Meat,Online,C,1/6/2013,856605136,2/13/2013,7350,421.89,364.69,3100891.5,2680471.5,420420.0
1185667,Europe,Slovakia,Clothes,Offline,L,2/26/2013,627782666,3/29/2013,3697,109.28,35.84,404008.16,132500.48,271507.68
1185670,Europe,Slovakia,Baby Food,Online,C,2/29/2012,334922778,3/12/2012,9948,255.28,159.42,2539525.44,1585910.16,953615.28
1186030,Europe,Slovakia,Household,Online,L,6/18/2011,250592410,7/20/2011,4718,668.27,502.54,3152897.86,2370983.72,781914.14
1186081,Europe,Slovakia,Baby Food,Online,H,1/31/2010,664352548,2/1/2010,5537,255.28,159.42,1413485.36,882708.54,530776.82
1186093,Europe,Slovakia,Clothes,Offline,L,7/10/2012,777516877,7/28/2012,3377,109.28,35.84,369038.56,121031.68,248006.88
1186564,Europe,Slovakia,Baby Food,Offline,H,3/12/2015,515647017,4/3/2015,266,255.28,159.42,67904.48,42405.72,25498.76
1186718,Europe,Slovakia,Beverages,Online,H,6/6/2012,967415988,7/12/2012,8744,47.45,31.79,414902.8,277971.76,136931.04
1186878,Europe,Slovakia,Clothes,Online,H,5/6/2010,262162387,6/20/2010,8531,109.28,35.84,932267.68,305751.04,626516.64
1186910,Europe,Slovakia,Beverages,Online,L,7/22/2012,444549167,7/24/2012,832,47.45,31.79,39478.4,26449.28,13029.12
1186941,Europe,Slovakia,Cereal,Offline,M,1/19/2013,876757752,1/22/2013,957,205.7,117.11,196854.9,112074.27,84780.63
1187040,Europe,Slovakia,Household,Offline,L,10/20/2012,276184546,12/3/2012,8000,668.27,502.54,5346160.0,4020320.0,1325840.0
1187205,Europe,Slovakia,Vegetables,Offline,L,10/17/2016,685928666,12/2/2016,390,154.06,90.93,60083.4,35462.7,24620.7
1187260,Europe,Slovakia,Household,Online,M,7/31/2011,183609282,9/17/2011,2922,668.27,502.54,1952684.94,1468421.88,484263.06
1187383,Europe,Slovakia,Vegetables,Offline,H,5/27/2017,916470754,6/28/2017,2917,154.06,90.93,449393.02,265242.81,184150.21
1187636,Europe,Slovakia,Clothes,Online,L,12/6/2013,621356093,12/17/2013,1931,109.28,35.84,211019.68,69207.04,141812.64
1187647,Europe,Slovakia,Office Supplies,Offline,C,7/8/2015,256525456,7/22/2015,438,651.21,524.96,285229.98,229932.48,55297.5
1187657,Europe,Slovakia,Vegetables,Online,C,4/27/2015,123842370,5/17/2015,6564,154.06,90.93,1011249.84,596864.52,414385.32
1187877,Europe,Slovakia,Office Supplies,Online,L,5/10/2016,968345963,6/6/2016,3944,651.21,524.96,2568372.24,2070442.24,497930.0
1187937,Europe,Slovakia,Beverages,Online,C,2/19/2015,241516244,4/2/2015,8878,47.45,31.79,421261.1,282231.62,139029.48
1187984,Europe,Slovakia,Clothes,Online,C,6/8/2016,155959784,6/26/2016,821,109.28,35.84,89718.88,29424.64,60294.24
1188116,Europe,Slovakia,Vegetables,Offline,H,9/2/2010,137724196,9/18/2010,4505,154.06,90.93,694040.3,409639.65,284400.65
1188272,Europe,Slovakia,Fruits,Offline,H,8/27/2010,149491584,9/10/2010,6737,9.33,6.92,62856.21,46620.04,16236.17
1188376,Europe,Slovakia,Vegetables,Offline,L,2/13/2011,212048423,2/28/2011,8695,154.06,90.93,1339551.7,790636.35,548915.35
1188689,Europe,Slovakia,Fruits,Offline,H,4/17/2017,899700295,6/1/2017,166,9.33,6.92,1548.78,1148.72,400.06
1188722,Europe,Slovakia,Cosmetics,Offline,H,7/17/2013,249605357,7/25/2013,2627,437.2,263.33,1148524.4,691767.91,456756.49
1188765,Europe,Slovakia,Vegetables,Offline,M,10/18/2013,569044435,10/30/2013,1748,154.06,90.93,269296.88,158945.64,110351.24
1189043,Europe,Slovakia,Personal Care,Online,C,10/22/2013,838411176,11/13/2013,3353,81.73,56.67,274040.69,190014.51,84026.18
1189079,Europe,Slovakia,Baby Food,Online,L,8/31/2016,855675160,10/17/2016,2150,255.28,159.42,548852.0,342753.0,206099.0
1189092,Europe,Slovakia,Personal Care,Online,L,2/19/2010,672737777,3/11/2010,6913,81.73,56.67,564999.49,391759.71,173239.78
1189386,Europe,Slovakia,Meat,Offline,L,8/21/2016,379638850,9/22/2016,2427,421.89,364.69,1023927.03,885102.63,138824.4
